Parcela;Especie;DAP
40;Podocarpus lambertii;9,644789551
40;Podocarpus lambertii;12,95521237
40;Casearia decandra;5,856901906
40;Roupala montana;7,8304232
40;Myrsine umbellata;9,981540277
40;Eugenia pluriflora;6,716338598
40;Machaerium stipitatum;19,99941015
40;Lithraea brasiliensis;14,88673097
41;Lamanonia ternata;33,8363409
41;Ilex dumosa;9,103662745
41;Sebastiania brasiliensis;6,970986507
41;Vernonanthura discolor;13,20986028
41;Oreopanax fulvus;12,41408556
41;Myrcia guianensis;7,8304232
41;Sebastiania brasiliensis;10,87660736
41;Vernonanthura discolor;17,3478888
41;Sapium glandulosum;12,92338138
41;Sapium glandulosum;16,87042397
41;Ocotea puberula;7,321127382
41;Nectandra megapotamica;9,993916649
41;Dalbergia frutescens;16,7701889
41;Cupania vernalis;9,368536456
41;Myrcia hatschbachii;26,76986143
41;Coutarea hexandra;7,8304232
41;Ocotea pulchella;7,671268257
41;Prunus myrtifolia;5,156620156
41;Casearia decandra;8,689859893
41;Eugenia uniflora;18,01633956
41;Lithraea brasiliensis;9,262817688
41;Lithraea brasiliensis;6,811831564
41;Ilex brevicuspis;24,73267816
41;Dicksonia sellowiana;20,6901426
41;Sebastiania brasiliensis;10,1707854
41;Nectandra lanceolata;7,957747155
41;Duranta vestita;14,67408575
41;Myrsine coriacea;19,00310021
41;Lithraea brasiliensis;6,716338598
41;Sebastiania brasiliensis;6,429859701
41;Styrax leprosus;11,20450799
41;Sebastiania brasiliensis;7,257465405
41;Ilex brevicuspis;6,557183655
41;Lithraea brasiliensis;7,8304232
41;Podocarpus lambertii;41,50760916
41;Ilex brevicuspis;8,021409132
42;Lauraceae 1;18,62112834
42;Ilex microdonta;11,93662073
42;Casearia decandra;5,729577951
42;Lamanonia ternata;15,53352245
42;Sebastiania brasiliensis;8,683794731
42;Cupania vernalis;16,36112815
42;Myrcia hatschbachii;24,79372487
42;Nectandra megapotamica;5,53859202
42;Myrcia hatschbachii;7,098310462
42;Scutia buxifolia;9,230986699
42;Scutia buxifolia;32,65859432
42;Araucaria angustifolia;38,06986239
42;Lithraea brasiliensis;41,3802852
43;Zanthoxylum rhoifolium;29,15718557
43;Cupania vernalis;9,294648677
43;Lamanonia ternata;24,03239641
43;Styrax leprosus;17,37971979
43;Casearia decandra;5,156620156
43;Jacaranda puberula;6,525352667
43;Prunus myrtifolia;17,85718461
43;Solanum sanctaecatharinae;8,212395064
43;Ilex brevicuspis;21,42225534
43;Podocarpus lambertii;22,44084698
43;Jacaranda puberula;9,390141642
43;Vernonanthura discolor;32,11746752
43;Dicksonia sellowiana;15,88366332
43;Dicksonia sellowiana;14,38760686
43;Casearia decandra;7,034648485
43;Vernonanthura discolor;34,18648178
43;Dicksonia sellowiana;17,82535363
43;Sapium glandulosum;14,64225476
43;Casearia decandra;10,6315502
43;Myrsine umbellata;17,00969525
43;Ilex brevicuspis;14,73774773
43;Zanthoxylum kleinii;9,963099438
43;Vernonanthura discolor;19,51239602
44;Matayba elaeagnoides;7,193803428
44;Schinus terebinthifolius;7,257465405
44;Matayba elaeagnoides;7,161972439
44;Matayba elaeagnoides;54,28136539
44;Blepharocalyx salicifolius;5,53859202
44;Matayba elaeagnoides;7,289296394
44;Inga sessilis;23,3101092
44;Matayba elaeagnoides;10,37475396
44;Matayba elaeagnoides;7,098310462
44;Matayba elaeagnoides;9,165611436
44;Machaerium paraguariense;5,697746963
44;Matayba elaeagnoides;5,188451145
44;Lithraea brasiliensis;7,734930234
44;Symplocos uniflora;7,289296394
44;Schinus terebinthifolius;17,89348951
44;Schinus terebinthifolius;9,667873535
44;Schinus terebinthifolius;6,970986507
44;Schinus terebinthifolius;5,53859202
44;Schinus terebinthifolius;10,2829367
44;Schinus terebinthifolius;7,862254189
44;Schinus terebinthifolius;15,5881197
44;Acca sellowiana;6,44606992
44;Schinus terebinthifolius;8,658028904
44;Blepharocalyx salicifolius;7,989578143
44;Symplocos uniflora;7,161972439
44;Schinus terebinthifolius;6,334366735
44;Schinus terebinthifolius;9,428476382
44;Annona rugulosa;13,45912669
44;Matayba elaeagnoides;37,05127075
44;Lithraea brasiliensis;5,856901906
44;Schinus terebinthifolius;7,512113314
44;Schinus terebinthifolius;7,60760628
44;Schinus terebinthifolius;11,97496853
44;Schinus terebinthifolius;7,544011456
44;Schinus terebinthifolius;9,708451529
44;Schinus terebinthifolius;9,103662745
44;Lithraea brasiliensis;8,757282906
44;Lithraea brasiliensis;6,175211792
44;Lithraea brasiliensis;17,76140642
44;Matayba elaeagnoides;6,334366735
44;Campomanesia xanthocarpa;6,003327829
44;Inga sessilis;20,89880763
44;Allophylus guaraniticus;14,92890334
44;Inga sessilis;14,97633638
44;Inga sessilis;5,635613385
44;Blepharocalyx salicifolius;5,200252293
44;Blepharocalyx salicifolius;5,474930042
45;Matayba elaeagnoides;11,53498988
45;Matayba elaeagnoides;12,81350506
45;Matayba elaeagnoides;8,53070495
45;Campomanesia xanthocarpa;10,18591636
45;Allophylus guaraniticus;6,334366735
45;Matayba elaeagnoides;8,021409132
45;Matayba elaeagnoides;6,493521678
45;Machaerium paraguariense;8,085071109
45;Myrcia palustris;10,67857323
45;Myrsine coriacea;10,02676141
45;Styrax leprosus;14,40973772
45;Styrax leprosus;15,62152588
45;Matayba elaeagnoides;26,83352341
45;Matayba elaeagnoides;27,17488511
45;Sapium glandulosum;19,09859317
45;Oreopanax fulvus;13,59723562
45;Dasyphyllum tomentosum;11,80929678
45;Allophylus guaraniticus;8,45632614
45;Schinus terebinthifolius;9,390141642
45;Matayba elaeagnoides;7,161972439
45;Casearia decandra;9,071831756
45;Ilex theezans;6,525352667
45;Duranta vestita;7,919841662
45;Duranta vestita;6,953231565
45;Allophylus guaraniticus;5,634084985
45;Matayba elaeagnoides;7,257465405
45;Duranta vestita;8,362164892
45;Matayba elaeagnoides;27,57329877
45;Duranta vestita;7,925916166
45;Dasyphyllum tomentosum;14,43555513
45;Matayba elaeagnoides;9,517465597
45;Cupania vernalis;9,581127574
45;Dasyphyllum tomentosum;15,88366332
45;Duranta vestita;5,347606088
45;Matayba elaeagnoides;8,53070495
45;Cupania vernalis;7,734930234
45;Escallonia bifida;9,67662054
45;Escallonia bifida;11,49098689
45;Allophylus guaraniticus;7,536553744
46;Myrsine coriacea;5,347606088
46;Dasyphyllum tomentosum;7,60760628
46;Allophylus guaraniticus;6,977959675
46;Matayba elaeagnoides;5,443099054
46;Matayba elaeagnoides;9,167324722
46;Matayba elaeagnoides;7,225634416
46;Banara tomentosa;9,008169779
46;Matayba elaeagnoides;8,118399888
46;Matayba elaeagnoides;8,562535938
46;Matayba elaeagnoides;6,90732453
46;Myrsine coriacea;8,307888029
46;Cupania vernalis;7,766761223
46;Cupania vernalis;7,052557625
46;Lithraea brasiliensis;12,11105328
46;Myrsine coriacea;14,86507168
46;Cupania vernalis;7,629948393
46;Blepharocalyx salicifolius;6,279423942
46;Matayba elaeagnoides;10,15408537
46;Ocotea pulchella;16,75329372
46;Matayba elaeagnoides;5,825070917
46;Solanum sanctaecatharinae;6,079718826
46;Matayba elaeagnoides;21,99521314
46;Cupania vernalis;5,650247052
46;Cupania vernalis;13,55723621
46;Cupania vernalis;9,835775483
46;Cupania vernalis;7,804047045
46;Cupania vernalis;5,754546242
46;Lithraea brasiliensis;8,689859893
46;Lithraea brasiliensis;7,671268257
46;Duranta vestita;8,021409132
46;Duranta vestita;7,953735439
46;Allophylus guaraniticus;14,23589144
46;Myrcia guianensis;6,662264699
46;Myrtaceae sp.;9,712625187
46;Matayba elaeagnoides;9,411051283
46;Lithraea brasiliensis;7,225634416
46;Allophylus guaraniticus;6,531870882
46;Dasyphyllum tomentosum;14,80140971
46;Zanthoxylum rhoifolium;10,55008814
46;Blepharocalyx salicifolius;11,73117688
46;Machaerium paraguariense;10,02029208
46;Matayba elaeagnoides;6,302535746
46;Lithraea brasiliensis;7,703099246
46;Lithraea brasiliensis;16,72242131
46;Matayba elaeagnoides;9,199155711
46;Casearia decandra;7,480282325
46;Casearia decandra;12,82461011
46;Lithraea brasiliensis;9,199155711
46;Machaerium paraguariense;11,26816997
46;Dasyphyllum tomentosum;12,70056446
46;Blepharocalyx salicifolius;6,016056849
46;Dasyphyllum tomentosum;19,64776636
46;Lithraea brasiliensis;9,288760259
47;Casearia obliqua;17,3478888
47;Dicksonia sellowiana;17,37971979
47;Matayba elaeagnoides;20,53098766
47;Lithraea brasiliensis;12,92338138
47;Banara tomentosa;8,985251557
47;Banara tomentosa;5,283944111
47;Dasyphyllum tomentosum;22,44084698
47;Matayba elaeagnoides;11,10901503
47;Matayba elaeagnoides;29,02986162
47;Allophylus guaraniticus;8,562535938
47;Solanum sanctaecatharinae;5,634084985
47;Solanum sanctaecatharinae;12,44591655
47;Allophylus guaraniticus;5,347606088
47;Nectandra lanceolata;26,43959786
47;Allophylus guaraniticus;7,11563222
47;Sebastiania brasiliensis;9,199155711
47;Dicksonia sellowiana;18,93943823
47;Dicksonia sellowiana;16,83859298
47;Dicksonia sellowiana;22,12253709
47;Dicksonia sellowiana;15,78817035
47;Cupania vernalis;16,07464925
47;Banara tomentosa;5,315775099
47;Dalbergia frutescens;11,01352206
47;Annona rugulosa;14,02970458
47;Dicksonia sellowiana;16,42479013
47;Cinnamomum amoenum;5,283944111
47;Ocotea pulchella;5,220282133
47;Lithraea brasiliensis;13,40084621
47;Dicksonia sellowiana;19,8625369
48;Sebastiania commersoniana;7,225634416
48;Myrsine umbellata;5,06112719
48;Allophylus guaraniticus;6,748169587
48;Cupania vernalis;24,35070629
48;Lithraea brasiliensis;17,47521275
48;Dasyphyllum tomentosum;8,116902098
48;Sebastiania commersoniana;5,53859202
48;Banara tomentosa;5,06112719
48;Styrax leprosus;18,87577625
48;Oreopanax fulvus;8,944507802
48;Cupania vernalis;8,562535938
48;Dasyphyllum tomentosum;10,98169107
48;Blepharocalyx salicifolius;14,45126883
48;Cupania vernalis;8,244226052
48;Allophylus guaraniticus;5,443099054
48;Duranta vestita;12,3605512
48;Oreopanax fulvus;5,315775099
48;Prunus myrtifolia;12,8597194
48;Lithraea brasiliensis;15,9473253
48;Allophylus guaraniticus;15,33067786
48;Lithraea brasiliensis;36,64075871
49;Dasyphyllum tomentosum;47,07271594
49;Nectandra megapotamica;27,03983935
49;Lithraea brasiliensis;25,59211485
49;Escallonia bifida;19,60788899
49;Sebastiania commersoniana;5,283944111
49;Lithraea brasiliensis;8,75352187
49;Citronella paniculata;6,970986507
49;Xylosma ciliatifolia;5,315775099
49;Jacaranda puberula;5,252113122
49;Sebastiania brasiliensis;12,47523004
49;Allophylus guaraniticus;6,652676621
49;Vernonanthura discolor;18,08000154
49;Ocotea pulchella;43,48921561
49;Duranta vestita;11,70627613
49;Sebastiania brasiliensis;14,79648022
49;Scutia buxifolia;12,70056446
49;Oreopanax fulvus;22,53633994
49;Xylosma tweediana;5,825070917
49;Sebastiania commersoniana;7,512113314
49;Allophylus guaraniticus;12,57070183
49;Allophylus guaraniticus;5,283944111
49;Machaerium paraguariense;12,61913038
49;Myrsine umbellata;8,626197916
49;Sebastiania commersoniana;6,429859701
49;Myrsine umbellata;6,90732453
49;Dasyphyllum spinescens;20,24450876
49;Matayba elaeagnoides;42,71718673
50;Xylosma ciliatifolia;8,276057041
50;Matayba elaeagnoides;8,276057041
50;Xylosma ciliatifolia;7,785589131
50;Matayba elaeagnoides;5,76140894
50;Solanum pabstii;11,65014183
50;Dalbergia frutescens;6,43560877
50;Dalbergia frutescens;7,56118318
50;Casearia obliqua;7,862254189
50;Escallonia bifida;9,230986699
50;Escallonia bifida;12,5732405
50;Escallonia bifida;14,73774773
50;Dalbergia frutescens;15,9518674
50;Dalbergia frutescens;8,103347006
50;Inga sessilis;6,111549815
50;Inga sessilis;9,576261802
50;Inga sessilis;11,36303878
50;Matayba elaeagnoides;14,42611167
50;Matayba elaeagnoides;42,30413833
50;Machaerium paraguariense;5,506761031
50;Machaerium paraguariense;5,379437077
50;Ocotea pulchella;6,843662553
50;Matayba elaeagnoides;7,321127382
50;Matayba elaeagnoides;5,920563883
50;Matayba elaeagnoides;8,116902098
50;Matayba elaeagnoides;8,148733086
50;Inga sessilis;11,88319487
50;Allophylus guaraniticus;14,47680221
50;Inga sessilis;18,06811705
50;Inga sessilis;12,8788117
50;Mimosa scabrella;28,20225592
50;Roupala montana;11,61831085
50;Inga sessilis;8,562535938
50;Inga sessilis;7,488743229
50;Inga sessilis;10,78032456
50;Inga sessilis;5,665915974
